FR21,"France
法國","University of Versailles Saint-Quentin-en-Yvelines (UVSQ)
聖康丁昂伊夫利納-凡爾賽大學",N/A,3/sem.,"工學院大學部二年級以上及碩班學生
UG yr.3 above & Master students of the College of Engineering",,,參考網頁 Link
,,,,,,,,大部分課程為法文授課 Most courses are taught in French
FR22,"France
法國","CY Cergy Paris Université-CY Tech
(原EISTI)
CY塞爾吉-巴黎大學",N/A,6 students,"管理、理、資訊院大學部四年級以上及研究所學生
UG yr.4 above and PG students of the College of Management, Science & Computer Science",iBT80/IELTS6.5,,參考網頁 Link
,,,,,,,,IPS Program Brochure
,,,,,,,,"以資管所、資財系、應數系所、統計所、資工系所學生為優先，其餘學生須提出資訊或數學相關背景證明 Mainly for students with major in info. mgt, info. & finance mgt, applied math, statistics & cs; other students need to submit proof of knowledge in field of informatics or math."
FR23,"France
法國","Rennes School of Business
雷恩商學院",N/A,12 sem. slots,"管院大學部三年級以上及碩班學生
UG yr.3 above & Master students of the College of Management","iBT72/IELTS5.5
/TOEIC750",,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Brochure
,,,,,,,,Level 3 Courses
,,,,,,,,Level 4 Courses
,,,,,,,,Level 5 Courses
FR24,"France
法國","University of Rennes 1
雷恩第一大學",801-1000,5/sem.,"電機、資訊院大學部四年級及碩士班學生
UG yr.4 & Master students of the College of Electrical & Computer Engineering and the College of Computer Science",iBT72/IELTS5.5,,參考網頁 Link
,,,,,,,,交換至該校ENSSAT學院
,,,,,,,,Intro
,,,,,,,,Fact Sheet
FR25,"France
法國","Université Toulouse III – Paul Sabatier (UPS)
圖盧茲第三大學",551-560,5 students,"全校大學部學生
U-wide UG students",iBT72/IELTS5.5,,參考網頁 Link
,,,,,,,,英語授課課程 English-taught Courses
,,,,,,,,"英語授課課程多為商管課程
Most English-taught courses are Business & Management related"
FR26,"France
法國","EM Normandie
諾曼第管理學院",N/A,10 sem. slots,"管院大學部三年級以上學生
UG yr.3 above students of the College of Management","UG: TOEIC750
IELTS5/iBT72",,參考網頁 Link
,,,,,"管院碩士班學生
Master students of the College of Management","PG: TOEIC790
IELTS5.5/iBT83",,Fact Sheet
FR27,"France
法國","Institut Mines-Télécom Business School (IMT-BS)
礦業學院-電信商學院",N/A,6 sem. slots,"管院大學部四年級及碩士班學生
UG yr.4 & Master students of the College of Management",iBT79/IELTS6.5,,參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"大學部學生僅可申請秋季班
UG students can only apply for fall semester"
FR28,"France
法國","IPAG Business School
IPAG高等商學院",N/A,4 students,"管院大學部學生
UG students of the College of Management",建議CEFR英文B2以上,,參考網頁 Link
,,,,,,,,僅限大學部學生申請 UG students only
,,,,,,,,Key Data Sheet
PT01,"Portugal
葡萄牙","University of Algarve (UAlg)
阿爾加夫大學",N/A,4 sem. slots,"管院、國際半導體學院大學部四年級與研究所學生
UG yr.4 & PG students of the College of Management & International College of Semiconductor Technology",iBT80/IELTS6,,參考網頁 Link
,,,,,,,,"大學部皆為葡文授課，研究所部分為英語授課 All UG courses are taught in Portugese, some PG courses are taught in English"
UK01,"United Kingdom
英國","The University of Leeds
里茲大學",91,自費交換: 20 students,"全校大學部及研究所學生
U-wide UG & PG students",IELTS6/iBT87,,參考網頁 Link
,,,,,,,,此為自費計畫 this is a self-funded study abroad program
PF01,"French Polynesia
法屬玻里
尼西亞","The University of French Polynesia (UPF)
法屬玻里尼
西亞大學",N/A,2 students,"全校大學部及研究所學生
U-wide UG & PG students",,,參考網頁 Link
,,,,,,,,"位於大溪地；大部分法語授課，交換生可修少部分之英語課程
Located in Tahiti; courses are taught in French; exchange students can take some English-taught courses in the field of English Language Studies"
NZ01,"New Zealand
紐西蘭","Auckland University of Technology (AUT)
奧克蘭理工大學",437,1 sem. slot,"管院大學部二年級以上及碩班學生
UG yr.2 above & Master tudents of the College of Management","UG: iBT60/IELTS6/
(all bands 5.5+)
PG: iBT79/IELTS6.5
(all bands 6+)","平均分數
Avg. Score:
75+",參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,"赴該校商學院交換 Exchange to the Faculty of Business, Economics and Law"
CA01,"Canada
加拿大","Université de Montréal- Polytechnique Montréal
蒙特婁大學-
蒙特婁理工學院",118,"5 students
僅限秋季班交換","理工領域大學部三年級以上及研究所學生
UG yr.3 above & PG students in the field of Engineering",,"平均分數
Avg. Score:
70+",參考網頁 Link
,,,,,,,,Fact Sheet
,,,,,,,,Program Info
,,,,,,,,"可選擇其中一個領域 Choose a cluster:
1.Emerging Biomedical Technologies
2.Energy Systems
3.Engineering Physics
4.Industrial & Systems Engineering
5.Materials Science & Engineering
6.Resources Infrastructures
7.Software
8.Sustainable Development
9.Sustainable Transport"
CA02,"Canada
加拿大","École des sciences de la gestion de l'Université du Québec à Montréal (UQAM)
魁北克大學蒙特婁分校
管理學院",601-650,3,"管院大學部二年級以上及研究所學生
UG yr.2 above & PG students of the College of Management","iBT80/IELTS6
/TOEIC750","平均分數
Avg. Score:
70+",Fact Sheet
,,,,,,,,Info Guide
,,,,,,,,英語授課課程 English-taught Courses
,,,,,,,,"部分課程為英語授課，可選修基礎法文課
Some courses are taught in English; students can take basic French courses too."
CA03,"Canada
加拿大","University of Regina
里賈納大學",N/A,3 sem. slots,"全校大學部二年級以上學生
U-wide UG yr.2 & above students",,,參考網頁 Link
,,,,,,,,"僅限大學部學生申請 UG students only
需繳交150元加幣 Required to pay a mandatory activity fee of $150 CAD to the Study Abroad and Mobility office. "
US01,"U.S.A.
美國","University of North Texas
北德州大學",N/A,1 sem. slot,"全校大學部及碩士班學生
U-wide UG & Master students",IELTS6/iBT79,,參考網頁 Link
US02,"U.S.A.
美國","Juniata College
朱尼亞塔學院",N/A,4 sem. slots,"全校大學部二年級以上學生
U-wide UG yr.2 & above students", iBT80,,參考網頁 Link
,,,,,,,,僅大學部學生可以申請 Only for UG students
US03,"U.S.A.
美國","Chapman University
查普曼大學",N/A,1 sem. slot,"全校大學部及研究所學生
U-wide UG & PG students",建議Recommend:iBT87/IELTS6,"平均分數
Avg. Score:
80+",參考網頁 Link
US04,"U.S.A.
美國","University of Colorado Boulder
科羅拉多大學 波德分校",230,2 sem. slots,"全校大學部二年級以上學生
U-wide UG yr.2 & above students","IELTS8 or 
iBT83 (engineering)
/iBT75 (others)",,參考網頁 Link
,,,,,,,,"以下學院不開放交換 Colleges not open for exchange: Education, Music, Law"
US05,"U.S.A.
美國","Stony Brook University, State University of New York
紐約州立大學石溪分校",373,1 sem. slot,"全校大學部學生
U-wide UG students",IELTS6.5/iBT80,,參考網頁 Link
,,,,,,,,Course Offerings
待處理,中國大陸,"Sun Yat-Sen University
 中山大學",263,8 / academic year,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above",,,
待處理,中國大陸,"Guizhou University
 貴州大學",N/A,2 / sem.,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above",,,
待處理,日本,"Kyushu Institute of Technology
 九州工業大學",801-1000,5 / academic year,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above",,,
待處理,日本,"Nagasaki University
 長崎大學",531-540,5 / academic year,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above","各學科要求不同, 請見: 
 http://www.liaison.nagasaki-u.ac.jp/download/172/koukan_youkou.pdf",,"大學部為日語授課, 有些研究生院有英語授課
The courses are taught in Japanese in undergraduate programs, some courses are taught in English in graduate schools."
待處理,印尼,"University of HKBP Nommensen
 HKBP諾門森大學",N/A,2 / sem.,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above",,,
待處理,美國,"University of Wisconsin-Madison
 威斯康辛大學 麥迪遜分校",65,2 / academic year,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above","Traditional Test Options:
 TOEFL: Minimum of 80 (iBT) / 550 (PBT)
 TOEIC: Minimum of 685
 IELTS: Minimum of 6.5
 iTEP Academic: Minimum 3.8
 
 Online Test Options:
 Duolingo English Test: Minimum 105
 iTEP Academic: Minimum 3.8","GPA 至少 3.0 以上(滿分4.0)
 At least 3.0 GPA on a 4.0 Scale","此為自費交換計畫，學生須自行負擔兩校學費
Fee-paying exchange program, students are required to pay tuition at both universities"
待處理,美國,"University of Evansville
 伊凡斯維爾大學",N/A,2 - 4 / academic year,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students Yr.1 above",,,"此為自費交換計畫，學生須自行負擔兩校學費
Fee-paying exchange program, students are required to pay tuition at both universities"
待處理,德國,"Otto-von-Guericke-University of Magdeburg
 馬德堡大學",N/A,2 / sem.,"全校大學部二年級以上及研究所一年級以上學生
 U-wide UG Yr.2 above & PG students

醫學系不收交換生","If they study in German- German B2; 
 if they study in English- English B2",,
